Year,Item,Value
2000,"Onions and shallots, dry (excluding dehydrated)",1440.0
2001,"Onions and shallots, dry (excluding dehydrated)",1970.0
2002,"Onions and shallots, dry (excluding dehydrated)",157.0
2003,"Onions and shallots, dry (excluding dehydrated)",161.0
2004,"Onions and shallots, dry (excluding dehydrated)",133.0
2005,"Onions and shallots, dry (excluding dehydrated)",75.0
2006,"Onions and shallots, dry (excluding dehydrated)",157.0
2007,"Onions and shallots, dry (excluding dehydrated)",232.0
2008,"Onions and shallots, dry (excluding dehydrated)",104.0
2009,"Onions and shallots, dry (excluding dehydrated)",118.0
2010,"Onions and shallots, dry (excluding dehydrated)",312.0
2010,"Onions and shallots, dry (excluding dehydrated)",200.0
2010,"Onions and shallots, dry (excluding dehydrated)",260.0
2010,"Onions and shallots, dry (excluding dehydrated)",350.0
2010,"Onions and shallots, dry (excluding dehydrated)",422.0
2010,"Onions and shallots, dry (excluding dehydrated)",397.0
2010,"Onions and shallots, dry (excluding dehydrated)",460.0
2010,"Onions and shallots, dry (excluding dehydrated)",343.0
2010,"Onions and shallots, dry (excluding dehydrated)",289.0
2010,"Onions and shallots, dry (excluding dehydrated)",190.0
2010,"Onions and shallots, dry (excluding dehydrated)",189.0
2010,"Onions and shallots, dry (excluding dehydrated)",190.0
2010,"Onions and shallots, dry (excluding dehydrated)",218.0
2011,"Onions and shallots, dry (excluding dehydrated)",186.0
2011,"Onions and shallots, dry (excluding dehydrated)",259.0
2011,"Onions and shallots, dry (excluding dehydrated)",298.0
2011,"Onions and shallots, dry (excluding dehydrated)",310.0
2011,"Onions and shallots, dry (excluding dehydrated)",330.0
2011,"Onions and shallots, dry (excluding dehydrated)",387.0
2011,"Onions and shallots, dry (excluding dehydrated)",400.0
2011,"Onions and shallots, dry (excluding dehydrated)",263.0
2011,"Onions and shallots, dry (excluding dehydrated)",170.0
2011,"Onions and shallots, dry (excluding dehydrated)",74.0
2011,"Onions and shallots, dry (excluding dehydrated)",51.0
2011,"Onions and shallots, dry (excluding dehydrated)",68.0
2011,"Onions and shallots, dry (excluding dehydrated)",60.0
2012,"Onions and shallots, dry (excluding dehydrated)",132.0
2012,"Onions and shallots, dry (excluding dehydrated)",60.0
2012,"Onions and shallots, dry (excluding dehydrated)",60.0
2012,"Onions and shallots, dry (excluding dehydrated)",60.0
2012,"Onions and shallots, dry (excluding dehydrated)",74.0
2012,"Onions and shallots, dry (excluding dehydrated)",129.0
2012,"Onions and shallots, dry (excluding dehydrated)",266.0
2012,"Onions and shallots, dry (excluding dehydrated)",252.0
2012,"Onions and shallots, dry (excluding dehydrated)",198.0
2012,"Onions and shallots, dry (excluding dehydrated)",160.0
2012,"Onions and shallots, dry (excluding dehydrated)",156.0
2012,"Onions and shallots, dry (excluding dehydrated)",160.0
2012,"Onions and shallots, dry (excluding dehydrated)",160.0
2013,"Onions and shallots, dry (excluding dehydrated)",236.0
2013,"Onions and shallots, dry (excluding dehydrated)",60.0
2013,"Onions and shallots, dry (excluding dehydrated)",60.0
2013,"Onions and shallots, dry (excluding dehydrated)",60.0
2013,"Onions and shallots, dry (excluding dehydrated)",74.0
2013,"Onions and shallots, dry (excluding dehydrated)",129.0
2013,"Onions and shallots, dry (excluding dehydrated)",266.0
2013,"Onions and shallots, dry (excluding dehydrated)",252.0
2013,"Onions and shallots, dry (excluding dehydrated)",198.0
2013,"Onions and shallots, dry (excluding dehydrated)",160.0
2013,"Onions and shallots, dry (excluding dehydrated)",156.0
2013,"Onions and shallots, dry (excluding dehydrated)",160.0
2013,"Onions and shallots, dry (excluding dehydrated)",160.0
2014,"Onions and shallots, dry (excluding dehydrated)",192.0
2014,"Onions and shallots, dry (excluding dehydrated)",195.0
2014,"Onions and shallots, dry (excluding dehydrated)",200.0
2014,"Onions and shallots, dry (excluding dehydrated)",210.0
2014,"Onions and shallots, dry (excluding dehydrated)",292.0
2014,"Onions and shallots, dry (excluding dehydrated)",374.0
2014,"Onions and shallots, dry (excluding dehydrated)",346.0
2014,"Onions and shallots, dry (excluding dehydrated)",282.0
2014,"Onions and shallots, dry (excluding dehydrated)",168.0
2014,"Onions and shallots, dry (excluding dehydrated)",103.0
2014,"Onions and shallots, dry (excluding dehydrated)",100.0
2014,"Onions and shallots, dry (excluding dehydrated)",100.0
2014,"Onions and shallots, dry (excluding dehydrated)",100.0
2015,"Onions and shallots, dry (excluding dehydrated)",198.0
2015,"Onions and shallots, dry (excluding dehydrated)",104.0
2015,"Onions and shallots, dry (excluding dehydrated)",110.0
2015,"Onions and shallots, dry (excluding dehydrated)",130.0
2015,"Onions and shallots, dry (excluding dehydrated)",206.0
2015,"Onions and shallots, dry (excluding dehydrated)",328.0
2015,"Onions and shallots, dry (excluding dehydrated)",356.0
2015,"Onions and shallots, dry (excluding dehydrated)",215.0
2015,"Onions and shallots, dry (excluding dehydrated)",201.0
2015,"Onions and shallots, dry (excluding dehydrated)",200.0
2015,"Onions and shallots, dry (excluding dehydrated)",200.0
2015,"Onions and shallots, dry (excluding dehydrated)",206.0
2015,"Onions and shallots, dry (excluding dehydrated)",211.0
2016,"Onions and shallots, dry (excluding dehydrated)",227.0
2016,"Onions and shallots, dry (excluding dehydrated)",236.0
2016,"Onions and shallots, dry (excluding dehydrated)",280.0
2016,"Onions and shallots, dry (excluding dehydrated)",280.0
2016,"Onions and shallots, dry (excluding dehydrated)",300.0
2016,"Onions and shallots, dry (excluding dehydrated)",323.0
2016,"Onions and shallots, dry (excluding dehydrated)",335.0
2016,"Onions and shallots, dry (excluding dehydrated)",193.0
2016,"Onions and shallots, dry (excluding dehydrated)",148.0
2016,"Onions and shallots, dry (excluding dehydrated)",140.0
2016,"Onions and shallots, dry (excluding dehydrated)",115.0
2016,"Onions and shallots, dry (excluding dehydrated)",108.0
2016,"Onions and shallots, dry (excluding dehydrated)",114.0
2017,"Onions and shallots, dry (excluding dehydrated)",141.0
2017,"Onions and shallots, dry (excluding dehydrated)",110.0
2017,"Onions and shallots, dry (excluding dehydrated)",110.0
2017,"Onions and shallots, dry (excluding dehydrated)",110.0
2017,"Onions and shallots, dry (excluding dehydrated)",110.0
2017,"Onions and shallots, dry (excluding dehydrated)",122.0
2017,"Onions and shallots, dry (excluding dehydrated)",183.0
2017,"Onions and shallots, dry (excluding dehydrated)",194.0
2017,"Onions and shallots, dry (excluding dehydrated)",157.0
2017,"Onions and shallots, dry (excluding dehydrated)",144.0
2017,"Onions and shallots, dry (excluding dehydrated)",140.0
2017,"Onions and shallots, dry (excluding dehydrated)",140.0
2017,"Onions and shallots, dry (excluding dehydrated)",140.0
2018,"Onions and shallots, dry (excluding dehydrated)",252.0
1991,"Onions and shallots, dry (excluding dehydrated)",152.6
1992,"Onions and shallots, dry (excluding dehydrated)",142.4
1993,"Onions and shallots, dry (excluding dehydrated)",149.0
1994,"Onions and shallots, dry (excluding dehydrated)",252.9
1995,"Onions and shallots, dry (excluding dehydrated)",204.9
1996,"Onions and shallots, dry (excluding dehydrated)",64.0
1997,"Onions and shallots, dry (excluding dehydrated)",151.2
1998,"Onions and shallots, dry (excluding dehydrated)",226.0
1999,"Onions and shallots, dry (excluding dehydrated)",101.7
2000,"Onions and shallots, dry (excluding dehydrated)",104.6
2001,"Onions and shallots, dry (excluding dehydrated)",143.2
2002,"Onions and shallots, dry (excluding dehydrated)",157.0
2003,"Onions and shallots, dry (excluding dehydrated)",161.0
2004,"Onions and shallots, dry (excluding dehydrated)",133.0
2005,"Onions and shallots, dry (excluding dehydrated)",75.0
2006,"Onions and shallots, dry (excluding dehydrated)",157.0
2007,"Onions and shallots, dry (excluding dehydrated)",232.0
2008,"Onions and shallots, dry (excluding dehydrated)",104.0
2009,"Onions and shallots, dry (excluding dehydrated)",118.0
2010,"Onions and shallots, dry (excluding dehydrated)",312.0
2011,"Onions and shallots, dry (excluding dehydrated)",186.0
2012,"Onions and shallots, dry (excluding dehydrated)",132.0
2013,"Onions and shallots, dry (excluding dehydrated)",236.0
2014,"Onions and shallots, dry (excluding dehydrated)",192.0
2015,"Onions and shallots, dry (excluding dehydrated)",198.0
2016,"Onions and shallots, dry (excluding dehydrated)",227.0
2017,"Onions and shallots, dry (excluding dehydrated)",141.0
2018,"Onions and shallots, dry (excluding dehydrated)",252.0
1991,"Onions and shallots, dry (excluding dehydrated)",179.9
1992,"Onions and shallots, dry (excluding dehydrated)",178.4
1993,"Onions and shallots, dry (excluding dehydrated)",176.2
1994,"Onions and shallots, dry (excluding dehydrated)",304.7
1995,"Onions and shallots, dry (excluding dehydrated)",279.7
1996,"Onions and shallots, dry (excluding dehydrated)",83.1
1997,"Onions and shallots, dry (excluding dehydrated)",170.4
1998,"Onions and shallots, dry (excluding dehydrated)",251.2
1999,"Onions and shallots, dry (excluding dehydrated)",108.4
2000,"Onions and shallots, dry (excluding dehydrated)",96.4
2001,"Onions and shallots, dry (excluding dehydrated)",128.1
2002,"Onions and shallots, dry (excluding dehydrated)",147.8
2003,"Onions and shallots, dry (excluding dehydrated)",181.7
2004,"Onions and shallots, dry (excluding dehydrated)",165.1
2005,"Onions and shallots, dry (excluding dehydrated)",93.3
2006,"Onions and shallots, dry (excluding dehydrated)",197.0
2007,"Onions and shallots, dry (excluding dehydrated)",317.5
2008,"Onions and shallots, dry (excluding dehydrated)",152.3
2009,"Onions and shallots, dry (excluding dehydrated)",163.9
2010,"Onions and shallots, dry (excluding dehydrated)",413.2
2011,"Onions and shallots, dry (excluding dehydrated)",258.6
2012,"Onions and shallots, dry (excluding dehydrated)",169.6
2013,"Onions and shallots, dry (excluding dehydrated)",313.3
2014,"Onions and shallots, dry (excluding dehydrated)",254.7
2015,"Onions and shallots, dry (excluding dehydrated)",219.6
2016,"Onions and shallots, dry (excluding dehydrated)",251.1
2017,"Onions and shallots, dry (excluding dehydrated)",159.3
2018,"Onions and shallots, dry (excluding dehydrated)",297.6
1991,"Onions and shallots, dry (excluding dehydrated)",74.2
1992,"Onions and shallots, dry (excluding dehydrated)",69.26
1993,"Onions and shallots, dry (excluding dehydrated)",72.44
1994,"Onions and shallots, dry (excluding dehydrated)",122.97
1995,"Onions and shallots, dry (excluding dehydrated)",99.65
1996,"Onions and shallots, dry (excluding dehydrated)",31.1
1997,"Onions and shallots, dry (excluding dehydrated)",73.5
1998,"Onions and shallots, dry (excluding dehydrated)",109.89
1999,"Onions and shallots, dry (excluding dehydrated)",49.47
2000,"Onions and shallots, dry (excluding dehydrated)",50.88
2001,"Onions and shallots, dry (excluding dehydrated)",69.61
2002,"Onions and shallots, dry (excluding dehydrated)",76.34
2003,"Onions and shallots, dry (excluding dehydrated)",78.28
2004,"Onions and shallots, dry (excluding dehydrated)",64.67
2005,"Onions and shallots, dry (excluding dehydrated)",36.47
2006,"Onions and shallots, dry (excluding dehydrated)",76.34
2007,"Onions and shallots, dry (excluding dehydrated)",112.8
2008,"Onions and shallots, dry (excluding dehydrated)",50.57
2009,"Onions and shallots, dry (excluding dehydrated)",57.37
2010,"Onions and shallots, dry (excluding dehydrated)",151.7
2011,"Onions and shallots, dry (excluding dehydrated)",90.44
2012,"Onions and shallots, dry (excluding dehydrated)",64.18
2013,"Onions and shallots, dry (excluding dehydrated)",114.75
2014,"Onions and shallots, dry (excluding dehydrated)",93.35
2015,"Onions and shallots, dry (excluding dehydrated)",96.27
2016,"Onions and shallots, dry (excluding dehydrated)",110.37
2017,"Onions and shallots, dry (excluding dehydrated)",68.56
2018,"Onions and shallots, dry (excluding dehydrated)",122.53
2019,"Onions and shallots, dry (excluding dehydrated)",93.77
2020,"Onions and shallots, dry (excluding dehydrated)",79.29
2021,"Onions and shallots, dry (excluding dehydrated)",89.93
2022,"Onions and shallots, dry (excluding dehydrated)",93.08
2023,"Onions and shallots, dry (excluding dehydrated)",99.66
2024,"Onions and shallots, dry (excluding dehydrated)",106.23
1991,Potatoes,1908.0
1992,Potatoes,1780.0
1993,Potatoes,1510.0
1994,Potatoes,2660.0
1995,Potatoes,2140.0
1996,Potatoes,960.0
1997,Potatoes,1080.0
1998,Potatoes,1450.0
1999,Potatoes,1450.0
2000,Potatoes,1532.0
2001,Potatoes,1258.0
2002,Potatoes,86.0
2003,Potatoes,150.0
2004,Potatoes,99.0
2005,Potatoes,70.0
2006,Potatoes,171.0
2007,Potatoes,187.0
2008,Potatoes,106.0
2009,Potatoes,99.0
2010,Potatoes,173.0
2010,Potatoes,95.0
2010,Potatoes,104.0
2010,Potatoes,104.0
2010,Potatoes,106.0
2010,Potatoes,106.0
2010,Potatoes,95.0
2010,Potatoes,193.0
2010,Potatoes,185.0
2010,Potatoes,187.0
2010,Potatoes,199.0
2010,Potatoes,210.0
2011,Potatoes,137.0
2011,Potatoes,236.0
2011,Potatoes,271.0
2011,Potatoes,280.0
2011,Potatoes,280.0
2011,Potatoes,280.0
2011,Potatoes,106.0
2011,Potatoes,99.0
2011,Potatoes,99.0
2011,Potatoes,101.0
2011,Potatoes,105.0
2012,Potatoes,169.0
2012,Potatoes,104.0
2012,Potatoes,104.0
2012,Potatoes,102.0
2012,Potatoes,102.0
2012,Potatoes,102.0
2012,Potatoes,95.0
2012,Potatoes,169.0
2012,Potatoes,169.0
2012,Potatoes,180.0
2012,Potatoes,215.0
2012,Potatoes,224.0
2013,Potatoes,256.0
2013,Potatoes,104.0
2013,Potatoes,104.0
2013,Potatoes,102.0
2013,Potatoes,102.0
2013,Potatoes,102.0
2013,Potatoes,95.0
2013,Potatoes,169.0
2013,Potatoes,169.0
2013,Potatoes,180.0
2013,Potatoes,215.0
2013,Potatoes,224.0
2014,Potatoes,122.0
2014,Potatoes,261.0
2014,Potatoes,261.0
2014,Potatoes,261.0
2014,Potatoes,261.0
2014,Potatoes,261.0
2014,Potatoes,78.0
2014,Potatoes,78.0
2014,Potatoes,85.0
2014,Potatoes,83.0
2014,Potatoes,83.0
2015,Potatoes,189.0
2015,Potatoes,83.0
2015,Potatoes,90.0
2015,Potatoes,94.0
2015,Potatoes,95.0
2015,Potatoes,95.0
2015,Potatoes,93.0
2015,Potatoes,220.0
2015,Potatoes,217.0
2015,Potatoes,220.0
2015,Potatoes,218.0
2015,Potatoes,220.0
2016,Potatoes,148.0
2016,Potatoes,219.0
2016,Potatoes,219.0
2016,Potatoes,219.0
2016,Potatoes,220.0
2016,Potatoes,222.0
2016,Potatoes,106.0
2016,Potatoes,116.0
2016,Potatoes,133.0
2016,Potatoes,133.0
2016,Potatoes,143.0
2017,Potatoes,223.0
2017,Potatoes,158.0
2017,Potatoes,163.0
2017,Potatoes,171.0
2017,Potatoes,172.0
2017,Potatoes,172.0
2017,Potatoes,227.0
2017,Potatoes,245.0
2017,Potatoes,245.0
2017,Potatoes,244.0
2017,Potatoes,244.0
2018,Potatoes,207.0
2018,Potatoes,244.0
2018,Potatoes,235.0
2018,Potatoes,234.0
2018,Potatoes,234.0
2018,Potatoes,234.0
2018,Potatoes,180.0
2018,Potatoes,180.0
2018,Potatoes,194.0
2018,Potatoes,223.0
2018,Potatoes,228.0
2019,Potatoes,255.0
2019,Potatoes,252.0
2019,Potatoes,259.0
2019,Potatoes,259.0
2019,Potatoes,259.0
2019,Potatoes,258.0
2019,Potatoes,287.0
2019,Potatoes,249.0
2019,Potatoes,249.0
2019,Potatoes,249.0
2019,Potatoes,249.0
2020,Potatoes,136.0
2020,Potatoes,251.0
2020,Potatoes,251.0
2020,Potatoes,252.0
2020,Potatoes,252.0
2020,Potatoes,250.0
2020,Potatoes,104.0
2020,Potatoes,104.0
2020,Potatoes,108.0
2020,Potatoes,108.0
2020,Potatoes,108.0
2021,Potatoes,177.0
2021,Potatoes,105.0
2021,Potatoes,105.0
2021,Potatoes,103.0
2021,Potatoes,102.0
2021,Potatoes,101.0
2021,Potatoes,211.0
2021,Potatoes,199.0
2021,Potatoes,195.0
2021,Potatoes,195.0
2021,Potatoes,193.0
2022,Potatoes,258.0
2022,Potatoes,199.0
2022,Potatoes,202.0
2022,Potatoes,195.0
2022,Potatoes,201.0
2022,Potatoes,210.0
2022,Potatoes,233.0
2022,Potatoes,249.0
2022,Potatoes,284.0
2022,Potatoes,303.0
2022,Potatoes,303.0
2023,Potatoes,429.0
2023,Potatoes,309.0
2023,Potatoes,314.0
2023,Potatoes,307.0
2023,Potatoes,307.0
2023,Potatoes,307.0
2023,Potatoes,489.0
2023,Potatoes,477.0
2023,Potatoes,447.0
2023,Potatoes,449.0
2023,Potatoes,449.0
1991,Potatoes,138.7
1992,Potatoes,129.4
1993,Potatoes,109.7
1994,Potatoes,193.3
1995,Potatoes,155.5
1996,Potatoes,69.8
1997,Potatoes,78.5
1998,Potatoes,105.4
1999,Potatoes,105.4
2000,Potatoes,111.3
2001,Potatoes,91.4
2002,Potatoes,86.0
2003,Potatoes,150.0
2004,Potatoes,99.0
2005,Potatoes,70.0
2006,Potatoes,171.0
2007,Potatoes,187.0
2008,Potatoes,106.0
2009,Potatoes,99.0
2010,Potatoes,173.0
2011,Potatoes,137.0
2012,Potatoes,169.0
2013,Potatoes,256.0
2014,Potatoes,122.0
2015,Potatoes,189.0
2016,Potatoes,148.0
2017,Potatoes,223.0
2018,Potatoes,207.0
2019,Potatoes,255.0
2020,Potatoes,136.0
2021,Potatoes,177.0
2022,Potatoes,258.0
2023,Potatoes,429.0
1991,Potatoes,163.4
1992,Potatoes,162.0
1993,Potatoes,129.8
1994,Potatoes,232.9
1995,Potatoes,212.3
1996,Potatoes,90.7
1997,Potatoes,88.5
1998,Potatoes,117.1
1999,Potatoes,112.3
2000,Potatoes,102.6
2001,Potatoes,81.8
2002,Potatoes,80.9
2003,Potatoes,169.3
2004,Potatoes,122.9
2005,Potatoes,87.1
2006,Potatoes,214.5
2007,Potatoes,255.9
2008,Potatoes,155.3
2009,Potatoes,137.5
2010,Potatoes,229.1
2011,Potatoes,190.4
2012,Potatoes,217.1
2013,Potatoes,339.9
2014,Potatoes,161.9
2015,Potatoes,209.6
2016,Potatoes,163.7
2017,Potatoes,251.9
2018,Potatoes,244.5
2019,Potatoes,285.5
2020,Potatoes,155.3
2021,Potatoes,209.3
2022,Potatoes,271.3
2023,Potatoes,463.9
1991,Potatoes,90.63
1992,Potatoes,84.55
1993,Potatoes,71.72
1994,Potatoes,126.35
1995,Potatoes,101.65
1996,Potatoes,45.6
1997,Potatoes,51.3
1998,Potatoes,68.87
1999,Potatoes,68.87
2000,Potatoes,72.77
2001,Potatoes,59.75
2002,Potatoes,56.21
2003,Potatoes,98.04
2004,Potatoes,64.71
2005,Potatoes,45.75
2006,Potatoes,111.76
2007,Potatoes,122.22
2008,Potatoes,69.28
2009,Potatoes,64.71
2010,Potatoes,113.07
2011,Potatoes,89.54
2012,Potatoes,110.46
2013,Potatoes,167.32
2014,Potatoes,79.74
2015,Potatoes,123.53
2016,Potatoes,96.73
2017,Potatoes,145.75
2018,Potatoes,135.29
2019,Potatoes,166.67
2020,Potatoes,88.89
2021,Potatoes,115.69
2022,Potatoes,168.63
2023,Potatoes,280.39
2024,Potatoes,392.16
1991,Rape or colza seed,4300.0
1992,Rape or colza seed,4200.0
1993,Rape or colza seed,4200.0
1994,Rape or colza seed,4100.0
1995,Rape or colza seed,2012.0
1996,Rape or colza seed,2441.0
1997,Rape or colza seed,2677.0
1998,Rape or colza seed,2735.0
1999,Rape or colza seed,1754.0
2000,Rape or colza seed,2005.0
2001,Rape or colza seed,2639.0
2002,Rape or colza seed,191.0
2003,Rape or colza seed,205.0
2004,Rape or colza seed,191.0
2005,Rape or colza seed,177.0
2006,Rape or colza seed,222.0
2007,Rape or colza seed,332.0
2008,Rape or colza seed,329.0
2009,Rape or colza seed,238.0
2010,Rape or colza seed,349.0
2010,Rape or colza seed,272.0
2010,Rape or colza seed,270.0
2010,Rape or colza seed,263.0
2010,Rape or colza seed,272.0
2010,Rape or colza seed,280.0
2010,Rape or colza seed,332.0
2010,Rape or colza seed,331.0
2010,Rape or colza seed,336.0
2010,Rape or colza seed,345.0
2010,Rape or colza seed,367.0
2010,Rape or colza seed,386.0
2011,Rape or colza seed,415.0
2011,Rape or colza seed,383.0
2011,Rape or colza seed,440.0
2011,Rape or colza seed,368.0
2011,Rape or colza seed,418.0
2011,Rape or colza seed,404.0
2011,Rape or colza seed,403.0
2011,Rape or colza seed,433.0
2011,Rape or colza seed,421.0
2011,Rape or colza seed,414.0
2012,Rape or colza seed,461.0
2012,Rape or colza seed,422.0
2012,Rape or colza seed,431.0
2012,Rape or colza seed,438.0
2012,Rape or colza seed,445.0
2012,Rape or colza seed,459.0
2012,Rape or colza seed,458.0
2012,Rape or colza seed,467.0
2012,Rape or colza seed,460.0
2013,Rape or colza seed,342.0
2013,Rape or colza seed,422.0
2013,Rape or colza seed,431.0
2013,Rape or colza seed,438.0
2013,Rape or colza seed,445.0
2013,Rape or colza seed,459.0
2013,Rape or colza seed,458.0
2013,Rape or colza seed,467.0
2013,Rape or colza seed,460.0
2014,Rape or colza seed,290.0
2014,Rape or colza seed,352.0
2014,Rape or colza seed,363.0
2014,Rape or colza seed,330.0
2014,Rape or colza seed,276.0
2014,Rape or colza seed,279.0
2014,Rape or colza seed,259.0
2014,Rape or colza seed,305.0
2014,Rape or colza seed,305.0
2014,Rape or colza seed,317.0
2015,Rape or colza seed,335.0
2015,Rape or colza seed,307.0
2015,Rape or colza seed,281.0
2015,Rape or colza seed,303.0
2015,Rape or colza seed,270.0
2015,Rape or colza seed,339.0
2015,Rape or colza seed,339.0
2015,Rape or colza seed,300.0
2015,Rape or colza seed,287.0
2015,Rape or colza seed,284.0
2015,Rape or colza seed,341.0
2015,Rape or colza seed,354.0
2015,Rape or colza seed,334.0
2016,Rape or colza seed,341.0
2016,Rape or colza seed,294.0
2016,Rape or colza seed,322.0
2016,Rape or colza seed,347.0
2016,Rape or colza seed,304.0
2016,Rape or colza seed,276.0
2016,Rape or colza seed,331.0
2016,Rape or colza seed,341.0
2016,Rape or colza seed,347.0
2016,Rape or colza seed,327.0
2017,Rape or colza seed,333.0
2017,Rape or colza seed,372.0
2017,Rape or colza seed,370.0
2017,Rape or colza seed,382.0
2017,Rape or colza seed,375.0
2017,Rape or colza seed,336.0
2017,Rape or colza seed,306.0
2017,Rape or colza seed,339.0
2018,Rape or colza seed,322.0
2018,Rape or colza seed,330.0
2018,Rape or colza seed,341.0
2018,Rape or colza seed,330.0
2018,Rape or colza seed,320.0
2018,Rape or colza seed,315.0
2018,Rape or colza seed,300.0
2018,Rape or colza seed,281.0
2018,Rape or colza seed,343.0
2019,Rape or colza seed,344.0
2019,Rape or colza seed,338.0
2019,Rape or colza seed,356.0
2019,Rape or colza seed,310.0
2019,Rape or colza seed,341.0
2020,Rape or colza seed,354.0
2020,Rape or colza seed,356.0
2020,Rape or colza seed,315.0
2020,Rape or colza seed,370.0
2021,Rape or colza seed,495.0
2021,Rape or colza seed,442.0
2021,Rape or colza seed,451.0
2021,Rape or colza seed,468.0
2021,Rape or colza seed,699.0
2022,Rape or colza seed,582.0
2022,Rape or colza seed,589.0
2022,Rape or colza seed,832.0
2022,Rape or colza seed,663.0
2022,Rape or colza seed,536.0
2022,Rape or colza seed,565.0
2022,Rape or colza seed,619.0
2022,Rape or colza seed,434.0
2022,Rape or colza seed,581.0
2023,Rape or colza seed,383.0
2023,Rape or colza seed,566.0
2023,Rape or colza seed,507.0
2023,Rape or colza seed,489.0
2023,Rape or colza seed,400.0
2023,Rape or colza seed,448.0
2023,Rape or colza seed,428.0
2023,Rape or colza seed,358.0
2023,Rape or colza seed,422.0
2023,Rape or colza seed,414.0
2023,Rape or colza seed,387.0
1991,Rape or colza seed,312.5
1992,Rape or colza seed,305.2
1993,Rape or colza seed,305.2
1994,Rape or colza seed,298.0
1995,Rape or colza seed,146.2
1996,Rape or colza seed,177.4
1997,Rape or colza seed,194.5
1998,Rape or colza seed,198.8
1999,Rape or colza seed,127.5
2000,Rape or colza seed,145.7
2001,Rape or colza seed,191.8
2002,Rape or colza seed,191.0
2003,Rape or colza seed,205.0
2004,Rape or colza seed,191.0
2005,Rape or colza seed,177.0
2006,Rape or colza seed,222.0
2007,Rape or colza seed,332.0
2008,Rape or colza seed,329.0
2009,Rape or colza seed,238.0
2010,Rape or colza seed,349.0
2011,Rape or colza seed,415.0
2012,Rape or colza seed,461.0
2013,Rape or colza seed,342.0
2014,Rape or colza seed,290.0
2015,Rape or colza seed,335.0
2016,Rape or colza seed,341.0
2017,Rape or colza seed,333.0
2018,Rape or colza seed,322.0
2019,Rape or colza seed,344.0
2020,Rape or colza seed,354.0
2021,Rape or colza seed,495.0
2022,Rape or colza seed,582.0
2023,Rape or colza seed,383.0
1991,Rape or colza seed,368.3
1992,Rape or colza seed,382.2
1993,Rape or colza seed,361.1
1994,Rape or colza seed,359.0
1995,Rape or colza seed,199.6
1996,Rape or colza seed,230.6
1997,Rape or colza seed,219.3
1998,Rape or colza seed,220.9
1999,Rape or colza seed,135.8
2000,Rape or colza seed,134.2
2001,Rape or colza seed,171.6
2002,Rape or colza seed,179.8
2003,Rape or colza seed,231.4
2004,Rape or colza seed,237.2
2005,Rape or colza seed,220.1
2006,Rape or colza seed,278.5
2007,Rape or colza seed,454.4
2008,Rape or colza seed,481.9
2009,Rape or colza seed,330.6
2010,Rape or colza seed,462.2
2011,Rape or colza seed,576.9
2012,Rape or colza seed,592.3
2013,Rape or colza seed,454.1
2014,Rape or colza seed,384.8
2015,Rape or colza seed,371.5
2016,Rape or colza seed,377.2
2017,Rape or colza seed,376.2
2018,Rape or colza seed,380.3
2019,Rape or colza seed,385.1
2020,Rape or colza seed,404.3
2021,Rape or colza seed,585.5
2022,Rape or colza seed,612.0
2023,Rape or colza seed,414.1
1991,Rape or colza seed,97.05
1992,Rape or colza seed,94.79
1993,Rape or colza seed,94.79
1994,Rape or colza seed,92.53
1995,Rape or colza seed,45.41
1996,Rape or colza seed,55.09
1997,Rape or colza seed,60.42
1998,Rape or colza seed,61.73
1999,Rape or colza seed,39.59
2000,Rape or colza seed,45.25
2001,Rape or colza seed,59.56
2002,Rape or colza seed,59.32
2003,Rape or colza seed,63.66
2004,Rape or colza seed,59.32
2005,Rape or colza seed,54.97
2006,Rape or colza seed,68.94
2007,Rape or colza seed,103.11
2008,Rape or colza seed,102.17
2009,Rape or colza seed,73.91
2010,Rape or colza seed,108.39
2011,Rape or colza seed,128.88
2012,Rape or colza seed,143.17
2013,Rape or colza seed,106.21
2014,Rape or colza seed,90.06
2015,Rape or colza seed,104.04
2016,Rape or colza seed,105.9
2017,Rape or colza seed,103.42
2018,Rape or colza seed,100.0
2019,Rape or colza seed,106.83
2020,Rape or colza seed,109.94
2021,Rape or colza seed,153.73
2022,Rape or colza seed,180.75
2023,Rape or colza seed,118.94
2024,Rape or colza seed,141.04
1991,Rye,3443.0
1992,Rye,3303.0
1993,Rye,3284.0
1994,Rye,3084.0
1995,Rye,1317.0
1996,Rye,1758.0
1997,Rye,1446.0
1998,Rye,1460.0
1999,Rye,1468.0
2000,Rye,1494.0
2001,Rye,1390.0
2002,Rye,92.0
2003,Rye,108.0
2004,Rye,79.0
2005,Rye,79.0
2006,Rye,117.0
2007,Rye,177.0
2008,Rye,133.0
2009,Rye,81.0
2010,Rye,186.0
2010,Rye,75.0
2010,Rye,85.0
2010,Rye,80.0
2010,Rye,80.0
2010,Rye,105.0
2010,Rye,78.0
2010,Rye,195.0
2010,Rye,190.0
2010,Rye,176.0
2010,Rye,204.0
2010,Rye,189.0
2010,Rye,219.0
2011,Rye,199.0
2011,Rye,203.0
2011,Rye,209.0
2011,Rye,205.0
2011,Rye,200.0
2011,Rye,200.0
2011,Rye,213.0
2011,Rye,194.0
2011,Rye,199.0
2011,Rye,198.0
2011,Rye,200.0
2011,Rye,218.0
2011,Rye,197.0
2012,Rye,191.0
2012,Rye,205.0
